,type,weight,dataset,source,target,key,srcid,tgtid,etid
6507,ownership,0.8070336,MC1,10880329,ParÃ¡âs,0,U1501,U2564,3
6508,family_relationship,0.8105477,MC1,10880329,46901627,0,U1501,U2503,1
6509,membership,0.8856709,MC1,10880329,Mar del Oeste Pic,0,U1501,U0377,2
6510,family_relationship,0.802122,MC1,10880329,SeaSpray Wave SRL Solutions,0,U1501,U3125,1
6511,membership,0.84868795,MC1,e941d006-6590-4143-9d0d-12926b0b6f5c,Tyler Blanchard,0,U1504,U1505,2
6512,partnership,0.9146773,MC1,e941d006-6590-4143-9d0d-12926b0b6f5c,âElquiâ,0,U1504,U1912,4
6513,family_relationship,0.8315894,MC1,Shawn Cook,ce2247ab-4922-420f-8d42-504c4ddda305,0,U1506,U1507,1
6514,family_relationship,0.87267005,MC1,Shawn Cook,Susan Montoya,0,U1506,U1508,1
6515,membership,0.9020713,MC1,ce2247ab-4922-420f-8d42-504c4ddda305,Susan Montoya,0,U1507,U1508,2
6516,family_relationship,0.81976944,MC1,William James,Suzanne Reed,0,U1509,U3056,1
6517,membership,0.8442459,MC1,Ricardo Gomez,The Salty Dog Tidepool Kga Transport,0,U1511,U3250,2
6518,membership,0.9006022,MC1,75471,The Salty Dog Tidepool Kga Transport,0,U1512,U3250,2
6519,membership,0.82675594,MC1,75471,14 months,0,U1512,U1513,2
6520,membership,0.88028944,MC1,75471,âMoby-Dickâ,0,U1512,U1520,2
6521,membership,0.8779957,MC1,75471,âfirst,0,U1512,U1438,2
6522,membership,0.94245744,MC1,75471,Amanda Santana,0,U1512,U1523,2
6523,membership,0.9683026,MC1,75471,Dana Macias,0,U1512,U1524,2
6524,membership,0.9422688,MC1,75471,Candace Burnett,0,U1512,U1526,2
6525,membership,0.94921553,MC1,75471,Jerry Welch,0,U1512,U0786,2
6526,membership,0.9476226,MC1,75471,Jonathan Torres,0,U1512,U1529,2
6527,partnership,0.86484545,MC1,75471,721436,0,U1512,U1531,4
6528,partnership,0.9679797,MC1,75471,Gary Dunn,0,U1512,U1530,4
6529,ownership,0.9448022,MC1,75471,Morgan Black,0,U1512,U0843,3
6530,membership,0.95182633,MC1,75471,Samuel Stokes,0,U1512,U1389,2
6531,membership,0.87156117,MC1,75471,49,0,U1512,U0323,2
6532,ownership,0.84230965,MC1,75471,Brittany Frey,0,U1512,U1532,3
6533,partnership,0.91222316,MC1,75471,Linda Holden,0,U1512,U1540,4
6534,partnership,0.9041753,MC1,75471,Donna Romero,0,U1512,U1541,4
6535,partnership,0.91228646,MC1,75471,Amanda Garcia,0,U1512,U1542,4
6536,partnership,0.8892437,MC1,75471,19471,0,U1512,U1539,4
6537,membership,0.938118,MC1,75471,9488645,0,U1512,U0325,2
6538,membership,0.86938274,MC1,75471,sectors sectors 2033,0,U1512,U3080,2
6539,ownership,0.81847584,MC1,75471,SeaSpray Wave SRL Solutions,0,U1512,U3125,3
6540,membership,0.88397145,MC1,75471,Ocean Fisheries Llc,0,U1512,U3126,2
6541,membership,0.8802466,MC1,14 months,The Salty Dog Tidepool Kga Transport,0,U1513,U3250,2
6542,partnership,0.8533085,MC1,82408558,âProPublicaâ,0,U1514,U1548,4
6543,membership,0.91586447,MC1,f94bcae5-b023-48f6-a0d5-ff2f01cc00ed,f6cca381-c55e-44cc-b685-6c4139459b96,0,U1516,U1515,2
6544,membership,0.8978672,MC1,âcatch,âtotal,0,U1517,U1518,2
6545,ownership,0.8577958,MC1,Manipur Market AG Consultants,Angela Powers,0,U1519,U0656,3
6546,membership,0.81219923,MC1,Manipur Market AG Consultants,Gulf of Guinea  Corporation,0,U1519,U3143,2
6547,membership,0.8015595,MC1,Manipur Market AG Consultants,Sea Harvest,0,U1519,U3239,2
6548,membership,0.88297457,MC1,Manipur Market AG Consultants,Rafaelâs,0,U1519,U3226,2
6549,ownership,0.8063553,MC1,Manipur Market AG Consultants,341411,0,U1519,U0008,3
6550,membership,0.81554055,MC1,04eab3c4-ed99-467b-8844-b5279a6b955e,SeaSpray Wave SRL Solutions,0,U1521,U3125,2
6551,membership,0.8237167,MC1,04eab3c4-ed99-467b-8844-b5279a6b955e,903311212,0,U1521,U1481,2
6552,partnership,0.92861354,MC1,5312744,Last,0,U1522,U0471,4
6553,partnership,0.906162,MC1,5312744,Chuan gou Company Overseas,0,U1522,U3245,4
6554,family_relationship,0.96051633,MC1,Amanda Santana,Dana Macias,0,U1523,U1524,1
6555,family_relationship,0.8814657,MC1,Candace Burnett,Jerry Welch,0,U1526,U0786,1
6556,membership,0.8110642,MC1,34153143,Jonathan Torres,0,U1527,U1529,2
6557,partnership,0.8753166,MC1,34153143,Gary Dunn,0,U1527,U1530,4
6558,partnership,0.84424615,MC1,âTheoretically,Jonathan Torres,0,U1528,U1529,4
6559,partnership,0.91090095,MC1,âTheoretically,Gary Dunn,0,U1528,U1530,4
6560,partnership,0.8366257,MC1,âTheoretically,Morgan Black,0,U1528,U0843,4
6561,family_relationship,0.92637795,MC1,Jonathan Torres,Gary Dunn,0,U1529,U1530,1
6562,family_relationship,0.87352836,MC1,Jonathan Torres,Morgan Black,0,U1529,U0843,1
6563,partnership,0.85348856,MC1,Jonathan Torres,79521144,0,U1529,U2642,4
6564,partnership,0.9540083,MC1,721436,Gary Dunn,0,U1531,U1530,4
6565,ownership,0.9202079,MC1,721436,Morgan Black,0,U1531,U0843,3
6566,family_relationship,0.8707014,MC1,Brett Williams,Brittany Frey,0,U1533,U1532,1
6567,membership,0.8825814,MC1,Brett Williams,Easterlingsâ,0,U1533,U2155,2
6568,family_relationship,0.9014273,MC1,Brett Williams,Seth Peters,0,U1533,U2156,1
6569,membership,0.8768482,MC1,Brett Williams,135338,0,U1533,U2867,2
6570,ownership,0.81699085,MC1,Seafreeze Ltd,36033030,0,U1534,U1535,3
6571,ownership,0.91786575,MC1,Seafreeze Ltd,Todd Lane,0,U1534,U1536,3
6572,ownership,0.91542006,MC1,Seafreeze Ltd,Jonathan Smith,0,U1534,U0360,3
6573,ownership,0.9107731,MC1,36033030,Todd Lane,0,U1535,U1536,3
6574,ownership,0.9089118,MC1,36033030,Jonathan Smith,0,U1535,U0360,3
6575,family_relationship,0.91525346,MC1,Todd Lane,Jonathan Smith,0,U1536,U0360,1
6576,partnership,0.8987023,MC1,Alicia Lee,8112222,0,U1537,U1538,4
6577,family_relationship,0.8789516,MC1,Alicia Lee,Xavier Sanchez,0,U1537,U0836,1
6578,partnership,0.910044,MC1,Alicia Lee,Madhya Pradesh Market BV,0,U1537,U3227,4
6579,partnership,0.8900568,MC1,Alicia Lee,58623386,0,U1537,U1005,4
6580,partnership,0.8607203,MC1,Alicia Lee,34252,0,U1537,U1010,4
6581,partnership,0.90091103,MC1,Alicia Lee,958085,0,U1537,U0857,4
6582,partnership,0.8444276,MC1,Alicia Lee,19471,0,U1537,U1539,4
6583,membership,0.8837037,MC1,Alicia Lee,Goliathâ,0,U1537,U2301,2
6584,membership,0.8187722,MC1,Alicia Lee,Mar del Oeste Pic,0,U1537,U0377,2
6585,ownership,0.8746337,MC1,19471,738338ba-deef-4364-bedf-707a8cbf9a55,0,U1539,U1913,3
6586,ownership,0.8238975,MC1,19471,Monica Ramirez,0,U1539,U1914,3
6587,ownership,0.91697186,MC1,19471,Pesquera,0,U1539,U3138,3
6588,membership,0.83035874,MC1,19471,53792,0,U1539,U1442,2
6589,membership,0.8996815,MC1,19471,442,0,U1539,U2890,2
6590,membership,0.88908833,MC1,19471,Noah Mitchell,0,U1539,U2901,2
6591,ownership,0.81717813,MC1,19471,341411,0,U1539,U0008,3
6592,family_relationship,0.89208406,MC1,Linda Holden,Donna Romero,0,U1540,U1541,1
6593,family_relationship,0.9041239,MC1,Linda Holden,Amanda Garcia,0,U1540,U1542,1
6594,partnership,0.89946157,MC1,Linda Holden,75471,0,U1540,U1512,4
6595,partnership,0.8857097,MC1,Linda Holden,19471,0,U1540,U1539,4
6596,membership,0.8771665,MC1,Shona Barracuda AB Worldwide,301,0,U1543,U0217,2
6597,family_relationship,0.85236514,MC1,415053,Sea Harvest,0,U1544,U3239,1
6598,family_relationship,0.8852833,MC1,415053,âBHFâ,0,U1544,U1545,1
6599,membership,0.83674717,MC1,415053,Madhya Pradesh Market BV,0,U1544,U3227,2
6600,family_relationship,0.8782817,MC1,415053,979893388,0,U1544,U0901,1
6601,membership,0.869789,MC1,âBHFâ,Sea Harvest,0,U1545,U3239,2
6602,membership,0.86006534,MC1,âBHFâ,Madhya Pradesh Market BV,0,U1545,U3227,2
6603,membership,0.82705843,MC1,Olivia Bradshaw,461541,0,U1546,U1547,2
6604,family_relationship,0.9294457,MC1,Olivia Bradshaw,Alan Wells,0,U1546,U0815,1
6605,membership,0.8106587,MC1,Olivia Bradshaw,âProPublicaâ,0,U1546,U1548,2
6606,membership,0.96227366,MC1,461541,Alan Wells,0,U1547,U0815,2
6607,partnership,0.8925362,MC1,461541,âProPublicaâ,0,U1547,U1548,4
6608,ownership,0.80543834,MC1,âyesterdayâ,âlast week,0,U1549,U1550,3
6609,ownership,0.81454146,MC1,âyesterdayâ,âPortlandâ,0,U1549,U1551,3
6610,ownership,0.85864455,MC1,âlast week,âPortlandâ,0,U1550,U1551,3
6611,partnership,0.8104468,MC1,Bradley Murphy,âŠ,0,U1553,U0278,4
6612,partnership,0.8758196,MC1,Bradley Murphy,png xi  Line,0,U1553,U0253,4
6613,ownership,0.8962934,MC1,Madison Franklin,bottom,0,U1554,U1081,3
6614,membership,0.97091204,MC1,Madison Franklin,Rapido beam,0,U1554,U1555,2
6615,family_relationship,0.8829618,MC1,Madison Franklin,Mary Montoya,0,U1554,U1556,1
6616,ownership,0.97663206,MC1,Madison Franklin,Rapido beam trawler,0,U1554,U1557,3
6617,membership,0.8796807,MC1,Rapido beam,Mary Montoya,0,U1555,U1556,2
6618,partnership,0.8634048,MC1,Rapido beam trawler,Mary Montoya,0,U1557,U1556,4
6619,ownership,0.9138859,MC1,ordinary,week,0,U1558,U1459,3
6620,ownership,0.95776165,MC1,ordinary,Kari Zavala,0,U1558,U1559,3
6621,ownership,0.9543852,MC1,ordinary,91a2a8e6-f56f-4663-8be9-0bbfd5440489,0,U1558,U1560,3
6622,ownership,0.9497274,MC1,ordinary,40cfcd88-fceb-49bd-a71a-053aacddad42,0,U1558,U1561,3
6623,ownership,0.98050606,MC1,ordinary,cb537677-9d82-4d58-8066-899bdc51c4f1,0,U1558,U1562,3
6624,ownership,0.9454616,MC1,Kari Zavala,91a2a8e6-f56f-4663-8be9-0bbfd5440489,0,U1559,U1560,3
6625,ownership,0.93850833,MC1,Kari Zavala,40cfcd88-fceb-49bd-a71a-053aacddad42,0,U1559,U1561,3
6626,ownership,0.97506624,MC1,Kari Zavala,cb537677-9d82-4d58-8066-899bdc51c4f1,0,U1559,U1562,3
6627,membership,0.81984884,MC1,Kari Zavala,369,0,U1559,U1869,2
6628,family_relationship,0.8805025,MC1,Kari Zavala,Brenda Cox,0,U1559,U3055,1
6629,family_relationship,0.9187921,MC1,Kari Zavala,Samantha Manning,0,U1559,U3075,1
6630,membership,0.8461468,MC1,Kari Zavala,Faroe Islands Shrimp Shark,0,U1559,U0007,2
6631,ownership,0.80872965,MC1,Kari Zavala,Ocean Fisheries Llc,0,U1559,U3126,3
6632,ownership,0.91660756,MC1,91a2a8e6-f56f-4663-8be9-0bbfd5440489,40cfcd88-fceb-49bd-a71a-053aacddad42,0,U1560,U1561,3
6633,ownership,0.96854186,MC1,91a2a8e6-f56f-4663-8be9-0bbfd5440489,cb537677-9d82-4d58-8066-899bdc51c4f1,0,U1560,U1562,3
6634,ownership,0.9583117,MC1,40cfcd88-fceb-49bd-a71a-053aacddad42,cb537677-9d82-4d58-8066-899bdc51c4f1,0,U1561,U1562,3
6635,membership,0.96323884,MC1,4âÃâ15â,â60,0,U1563,U1564,2
6636,partnership,0.94873834,MC1,4âÃâ15â,diesel,0,U1563,U1565,4
6637,partnership,0.88511115,MC1,â60,diesel,0,U1564,U1565,4
6638,membership,0.93808305,MC1,diesel,Mar del Oeste Pic,0,U1565,U0377,2
6639,membership,0.9092007,MC1,diesel,903311212,0,U1565,U1481,2
6640,membership,0.9300971,MC1,bottom otter trawler,png xi  Line,0,U1566,U0253,2
6641,membership,0.9517276,MC1,bottom otter trawler,png xi  Line,1,U1566,U0253,2
6642,membership,0.89418596,MC1,2820033,OceanKings Sailor Corp Logistics,0,U1567,U3219,2
6643,membership,0.97479534,MC1,2820033,Debit Cards Autopay,0,U1567,U3220,2
6644,partnership,0.8994441,MC1,2820033,Rajasthan GmbH & Co. KG,0,U1567,U2057,4
6645,partnership,0.8715723,MC1,2820033,12,0,U1567,U0178,4
6646,ownership,0.8607024,MC1,2820033,Mark Weiss,0,U1567,U0333,3
6647,partnership,0.86533415,MC1,2820033,79521144,0,U1567,U2642,4
6648,partnership,0.933474,MC1,2820033,9768,0,U1567,U2648,4
6649,partnership,0.80785024,MC1,2820033,31368,0,U1567,U2653,4
6650,partnership,0.8241805,MC1,2820033,Colton Olson,0,U1567,U2654,4
6651,partnership,0.8049989,MC1,2820033,3868221,0,U1567,U2641,4
6652,membership,0.9384868,MC1,2820033,492220197,0,U1567,U2787,2
6653,membership,0.9526632,MC1,495035052,25,0,U1569,U1570,2
6654,membership,0.94145435,MC1,495035052,96,0,U1569,U1571,2
6655,membership,0.9414698,MC1,495035052,60910422,0,U1569,U1572,2
6656,membership,0.9194597,MC1,495035052,175,0,U1569,U0400,2
6657,membership,0.925844,MC1,25,96,0,U1570,U1571,2
6658,membership,0.9234517,MC1,25,60910422,0,U1570,U1572,2
6659,membership,0.8982913,MC1,25,175,0,U1570,U0400,2
6660,membership,0.9311922,MC1,96,60910422,0,U1571,U1572,2
6661,membership,0.90609396,MC1,96,175,0,U1571,U0400,2
6662,partnership,0.8759586,MC1,60910422,175,0,U1572,U0400,4
6663,membership,0.8980977,MC1,da91eeb8-11f7-4634-95e7-f9413e9957aa,Stephen Peterson,0,U1575,U2838,2
6664,membership,0.90928805,MC1,720,fdcbe098-dbe6-4e52-8bd7-96cf3ae30101,0,U1576,U1577,2
6665,ownership,0.83009374,MC1,779,1559,0,U1578,U1568,3
6666,ownership,0.85935223,MC1,2673,5383294,0,U1579,U1681,3
6667,membership,0.8854612,MC1,762165,341411,0,U1581,U0008,2
6668,partnership,0.8099503,MC1,762165,903311212,0,U1581,U1481,4
6669,ownership,0.8687192,MC1,428,Petroleum Vapor Intrusion,0,U1582,U3246,3
6670,partnership,0.86635053,MC1,4962642,Temuâs,0,U1583,U3204,4
6671,partnership,0.8958778,MC1,4962642,Rachel Campbell,0,U1583,U2847,4
6672,partnership,0.84409606,MC1,4962642,Pinduoduoâs,0,U1583,U3336,4
6673,ownership,0.9114049,MC1,4962642,Auraâs,0,U1583,U3337,3
6674,ownership,0.85448104,MC1,4962642,Gregory Marsh,0,U1583,U2848,3
6675,ownership,0.88399184,MC1,4962642,Sarah Allen,0,U1583,U2849,3
6676,ownership,0.81118226,MC1,4962642,Richard Perkins,0,U1583,U0851,3
6677,membership,0.80435437,MC1,4962642,Brittney Rice,0,U1583,U2850,2
6678,membership,0.93149674,MC1,4962642,Ashley Long,0,U1583,U2851,2
6679,membership,0.8989769,MC1,4962642,Jessica Hernandez,0,U1583,U2852,2
6680,family_relationship,0.81139946,MC1,4962642,419,0,U1583,U2853,1
6681,partnership,0.8679847,MC1,4962642,McGovern BBB,0,U1583,U3338,4
6682,ownership,0.8187911,MC1,4962642,2573803,0,U1583,U0833,3
6683,partnership,0.8662041,MC1,4962642,Playa del Cielo Kga,0,U1583,U0271,4
6684,membership,0.8023519,MC1,4962642,Mar del Oeste Pic,0,U1583,U0377,2
6685,ownership,0.81478626,MC1,4962642,903311212,0,U1583,U1481,3
6686,family_relationship,0.8107725,MC1,Olivia Bailey,341411,0,U1585,U0008,1
6687,family_relationship,0.803238,MC1,96,93,0,U1586,U1584,1
6688,family_relationship,0.81504226,MC1,96,Christopher Cunningham,0,U1586,U3049,1
6689,family_relationship,0.8254799,MC1,96,Christopher Cunningham,6,U1586,U3049,1
6690,family_relationship,0.8114624,MC1,96,Christopher Cunningham,8,U1586,U3049,1
6691,family_relationship,0.81307644,MC1,96,341411,0,U1586,U0008,1
6692,membership,0.8683712,MC1,ffc679cd-57ac-4846-b023-8be73ca754fa,McLeanâs,0,U1587,U3163,2
6693,membership,0.87268037,MC1,ffc679cd-57ac-4846-b023-8be73ca754fa,containers,0,U1587,U2069,2
6694,membership,0.93975604,MC1,ffc679cd-57ac-4846-b023-8be73ca754fa,555217629,0,U1587,U0765,2
6695,family_relationship,0.9533408,MC1,ffc679cd-57ac-4846-b023-8be73ca754fa,âPublic Loaders,0,U1587,U2969,1
6696,membership,0.86891174,MC1,ffc679cd-57ac-4846-b023-8be73ca754fa,e916e286-85e5-4a43-b2ef-89ad5260ebdc,0,U1587,U3079,2
6697,membership,0.9105783,MC1,ffc679cd-57ac-4846-b023-8be73ca754fa,Sonia Fisheries Pvt,0,U1587,U3137,2
6698,partnership,0.80048126,MC1,FlodstrÃ,Mar del Oeste Pic,0,U1588,U0377,4
6699,partnership,0.8726471,MC1,700,40,0,U1589,U1110,4
6700,partnership,0.8366652,MC1,700,941899076,0,U1589,U1590,4
6701,partnership,0.90639484,MC1,700,Derek Burke,0,U1589,U0110,4
6702,partnership,0.9037888,MC1,700,38,0,U1589,U1170,4
6703,partnership,0.8971193,MC1,700,138782226,0,U1589,U0839,4
6704,partnership,0.9172091,MC1,700,520,0,U1589,U1591,4
6705,partnership,0.8914938,MC1,700,277983365,0,U1589,U0270,4
6706,partnership,0.91933244,MC1,700,85,0,U1589,U1592,4
6707,partnership,0.8470741,MC1,700,767,0,U1589,U1115,4
6708,partnership,0.8457279,MC1,700,42,0,U1589,U1211,4
6709,partnership,0.8359607,MC1,700,Faroe Islands Shrimp Shark,0,U1589,U0007,4
6710,partnership,0.9201341,MC1,941899076,Derek Burke,0,U1590,U0110,4
6711,partnership,0.9201458,MC1,941899076,38,0,U1590,U1170,4
6712,partnership,0.91583997,MC1,941899076,138782226,0,U1590,U0839,4
6713,partnership,0.8067049,MC1,941899076,42,0,U1590,U1211,4
6714,partnership,0.93095094,MC1,941899076,520,0,U1590,U1591,4
6715,partnership,0.90884054,MC1,941899076,277983365,0,U1590,U0270,4
6716,partnership,0.93281317,MC1,941899076,85,0,U1590,U1592,4
6717,membership,0.94522893,MC1,941899076,858,0,U1590,U2058,2
6718,membership,0.9310994,MC1,941899076,Alyssa Gonzalez,0,U1590,U2060,2
6719,membership,0.813735,MC1,941899076,William Gray,0,U1590,U2068,2
6720,family_relationship,0.8097715,MC1,941899076,Golden Titana,0,U1590,U3261,1
6721,partnership,0.9413121,MC1,520,277983365,0,U1591,U0270,4
6722,partnership,0.9587023,MC1,520,85,0,U1591,U1592,4
6723,partnership,0.93993556,MC1,9636,700,0,U1593,U1589,4
6724,membership,0.9060015,MC1,9636,40,0,U1593,U1110,2
6725,partnership,0.85231274,MC1,9636,767,0,U1593,U1115,4
6726,partnership,0.92360103,MC1,9636,138782226,0,U1593,U0839,4
6727,partnership,0.86595184,MC1,9636,42,0,U1593,U1211,4
6728,partnership,0.9352309,MC1,9636,85,0,U1593,U1592,4
6729,membership,0.9095962,MC1,449,80191,0,U1594,U0235,2
6730,membership,0.9320166,MC1,449,âcardingâ,0,U1594,U1595,2
6731,ownership,0.8405887,MC1,Michelle,months,0,U1597,U0227,3
6732,family_relationship,0.88462454,MC1,Michelle,Tyler Flores,0,U1597,U1596,1
6733,ownership,0.85418653,MC1,Michelle,2466,0,U1597,U1598,3
6734,ownership,0.8674547,MC1,72212757,2466,0,U1599,U1598,3
6735,ownership,0.82733685,MC1,72212757,c01c6a10-60c9-4f11-9409-aa04c3963826,0,U1599,U2328,3
6736,membership,0.8728453,MC1,72212757,Anna Ortiz,0,U1599,U2333,2
6737,membership,0.8734058,MC1,72212757,Sonia Fisheries Pvt,0,U1599,U3137,2
6738,ownership,0.937152,MC1,72212757,903311212,0,U1599,U1481,3
6739,membership,0.82945853,MC1,6406914,672,0,U1601,U0364,2
6740,membership,0.8417831,MC1,6406914,449820,0,U1601,U1600,2
6741,partnership,0.8564818,MC1,6406914,Moo,0,U1601,U3213,4
6742,ownership,0.87705094,MC1,Darren Torres,âMoreover,0,U1606,U1605,3
6743,family_relationship,0.9405485,MC1,Daniel Roberts,Tyler Turner,0,U1609,U1612,1
6744,membership,0.9032805,MC1,85b8a8cf-7f07-4bab-8b44-1d79940aab8d,Daniel Roberts,0,U1610,U1609,2
6745,membership,0.8100088,MC1,85b8a8cf-7f07-4bab-8b44-1d79940aab8d,933754160,0,U1610,U1611,2
6746,partnership,0.92244655,MC1,41713,John Murray,0,U1617,U2836,4
6747,membership,0.8821811,MC1,900338,Spanish Shrimp  Carriers,0,U1618,U0000,2
6748,family_relationship,0.98395973,MC1,665912557,979893388,0,U1619,U0901,1
6749,membership,0.8010848,MC1,1341798,23299,0,U1620,U1621,2
6750,partnership,0.82874703,MC1,614,802775,0,U1626,U1627,4
6751,partnership,0.83374244,MC1,614,5688339,0,U1626,U1628,4
6752,family_relationship,0.8535584,MC1,614,f1e84016-0f09-4907-a777-a6bb02b5f419,0,U1626,U3078,1
6753,partnership,0.8375876,MC1,802775,5688339,0,U1627,U1628,4
6754,family_relationship,0.8631744,MC1,802775,f1e84016-0f09-4907-a777-a6bb02b5f419,0,U1627,U3078,1
6755,membership,0.8762242,MC1,Michele Black,860600018,0,U1631,U0197,2
6756,family_relationship,0.835504,MC1,Michele Black,Matthew White,0,U1631,U1634,1
6757,family_relationship,0.88595074,MC1,Michele Black,Christopher Simon,0,U1631,U1144,1
6758,partnership,0.8049567,MC1,Michele Black,750975,0,U1631,U0074,4
6759,membership,0.8718967,MC1,Michele Black,Â£800,0,U1631,U1635,2
6760,membership,0.87618357,MC1,Michele Black,âHe,0,U1631,U0888,2
6761,family_relationship,0.9261601,MC1,Michele Black,Anna Smith,0,U1631,U1340,1
6762,membership,0.8951387,MC1,Michele Black,99233,0,U1631,U1638,2
6763,family_relationship,0.82679874,MC1,Michele Black,Anne Anderson,0,U1631,U0151,1
6764,family_relationship,0.8137343,MC1,Michele Black,Daniel Middleton,0,U1631,U1639,1
6765,membership,0.80680853,MC1,Michele Black,813be272-d3de-43c9-90be-ab14231fcf17,0,U1631,U1640,2
6766,family_relationship,0.885828,MC1,Michele Black,John Conley,0,U1631,U1133,1
6767,membership,0.9044997,MC1,Michele Black,âSay,0,U1631,U1641,2
6768,family_relationship,0.88918334,MC1,Michele Black,Scott Simpson,0,U1631,U1643,1
6769,family_relationship,0.92730194,MC1,Michele Black,Loretta Harrington,0,U1631,U1644,1
6770,family_relationship,0.902559,MC1,Michele Black,Stacey Ortiz,0,U1631,U1642,1
6771,membership,0.90210223,MC1,Michele Black,341411,0,U1631,U0008,2
6772,membership,0.8695718,MC1,Michele Black,png xi  Line,0,U1631,U0253,2
6773,membership,0.82181764,MC1,Michele Black,Ocean Fisheries Llc,0,U1631,U3126,2
6774,partnership,0.8920684,MC1,Michele Black,Ocean Fisheries Llc,1,U1631,U3126,4
6775,family_relationship,0.93704295,MC1,3857345,5ede75fe-f670-4a59-b693-da34e7f6eb47,0,U1632,U0860,1
6776,membership,0.8859986,MC1,3857345,Ms. Brittany Murray,0,U1632,U1633,2
6777,membership,0.8129556,MC1,Â£800,341411,0,U1635,U0008,2
6778,membership,0.8484649,MC1,99233,Anne Anderson,0,U1638,U0151,2
6779,family_relationship,0.82106835,MC1,Daniel Middleton,John Conley,0,U1639,U1133,1
6780,membership,0.84610283,MC1,Daniel Middleton,âSay,0,U1639,U1641,2
6781,partnership,0.86306256,MC1,Daniel Middleton,Kerala Market Corp Consulting,0,U1639,U3176,4
6782,partnership,0.8383488,MC1,813be272-d3de-43c9-90be-ab14231fcf17,John Conley,0,U1640,U1133,4
6783,membership,0.8655727,MC1,813be272-d3de-43c9-90be-ab14231fcf17,âSay,0,U1640,U1641,2
6784,family_relationship,0.9441998,MC1,Scott Simpson,Loretta Harrington,0,U1643,U1644,1
6785,partnership,0.91573554,MC1,203,Amanda Mckenzie,0,U1645,U0131,4
6786,partnership,0.94145936,MC1,203,Stacey Ortiz,0,U1645,U1642,4
6787,partnership,0.93756044,MC1,203,341411,0,U1645,U0008,4
6788,partnership,0.8830538,MC1,9838,366,0,U1647,U0582,4
6789,partnership,0.8835175,MC1,9838,848165,0,U1647,U1648,4
6790,family_relationship,0.8805017,MC1,612,379284134,0,U1649,U1650,1
6791,membership,0.85728586,MC1,55394387,Irtysh - Inc Distribution,0,U1651,U3343,2
6792,membership,0.8514851,MC1,55394387,boatâs,0,U1651,U1441,2
6793,membership,0.8406753,MC1,55394387,Hannah Brown,0,U1651,U1657,2
6794,membership,0.8684075,MC1,55394387,762165,0,U1651,U1581,2
6795,membership,0.8007344,MC1,Boston,381051499,0,U1652,U2215,2
6796,partnership,0.8314011,MC1,Boston,Karen Burns,0,U1652,U2369,4
6797,partnership,0.9168573,MC1,Boston,Rachel Campbell,0,U1652,U2847,4
6798,partnership,0.8755982,MC1,Boston,Pinduoduoâs,0,U1652,U3336,4
6799,membership,0.8641772,MC1,Boston,Shellfish Chile SA,0,U1652,U3202,2
6800,family_relationship,0.8603077,MC1,Matthew Pennington,Calvin Salas,0,U1653,U0984,1
6801,family_relationship,0.93759584,MC1,Matthew Pennington,Richard Perkins,0,U1653,U0851,1
6802,partnership,0.82283896,MC1,Matthew Pennington,watercraft,0,U1653,U1552,4
6803,family_relationship,0.9153874,MC1,Matthew Pennington,waterâs,0,U1653,U1655,1
6804,family_relationship,0.90462786,MC1,Matthew Pennington,Amanda Mckenzie,0,U1653,U0131,1
6805,family_relationship,0.973407,MC1,Matthew Pennington,Patricia Bowen,0,U1653,U1275,1
6806,family_relationship,0.95820713,MC1,Matthew Pennington,Hannah Brown,0,U1653,U1657,1
6807,family_relationship,0.8219508,MC1,Matthew Pennington,Crystal Hunter,0,U1653,U2814,1
6808,family_relationship,0.88321775,MC1,Matthew Pennington,Dennis Payne,0,U1653,U2805,1
6809,family_relationship,0.81019115,MC1,Matthew Pennington,Christopher Berry,0,U1653,U2815,1
6810,family_relationship,0.8254157,MC1,Matthew Pennington,James Patterson,0,U1653,U2816,1
6811,family_relationship,0.8041998,MC1,Matthew Pennington,Jon Johnson,0,U1653,U2817,1
6812,family_relationship,0.89970547,MC1,Matthew Pennington,Ashley Boyer,0,U1653,U2806,1
6813,family_relationship,0.8890574,MC1,Matthew Pennington,Darin Taylor,0,U1653,U2807,1
6814,family_relationship,0.9087085,MC1,Matthew Pennington,Larry Cisneros,0,U1653,U2808,1
6815,family_relationship,0.8027285,MC1,Matthew Pennington,Andrea White,0,U1653,U2818,1
6816,family_relationship,0.8666428,MC1,Matthew Pennington,Michael Evans,0,U1653,U2811,1
6817,partnership,0.92732173,MC1,Matthew Pennington,Ocean Fisheries Llc,0,U1653,U3126,4
6818,ownership,0.8020366,MC1,Matthew Pennington,SeaSpray Wave SRL Solutions,0,U1653,U3125,3
6819,membership,0.8812747,MC1,Hannah Brown,762165,0,U1657,U1581,2
6820,family_relationship,0.92246777,MC1,Bobby Walker,Patricia Bowen,0,U1658,U1275,1
6821,family_relationship,0.88551074,MC1,Bobby Walker,Hannah Brown,0,U1658,U1657,1
6822,membership,0.9330349,MC1,221942,79538,0,U1659,U0703,2
6823,membership,0.8801834,MC1,221942,903311212,0,U1659,U1481,2
6824,membership,0.8055897,MC1,0d1c7ce3-7243-47c0-9280-a3262b52dc0f,Hudsons Bay,0,U1660,U3321,2
6825,ownership,0.80934864,MC1,634ac4e7-12af-494f-95f5-cd853363525f,7950,0,U1661,U0366,3
